url,label
website.com,0
nextag.com,0
thebulletin.org,0
svoboda.org,0
opposingviews.com,0
uni-bayreuth.de,0
plone.org,0
badische-zeitung.de,0
acsm.org,0
adnkronos.com,0
atavist.com,0
sourceware.org,0
iask.sina.com.cn,0
ugo.com,0
nh-hotels.com,0
ysl.com,0
shorl.com,0
audioboo.fm,0
bentleymotors.com,0
multimania.com,0
ijr.com,0
rnw.nl,0
ccoo.cn,0
distractify.com,0
topcities.com,0
fox13now.com,0
afterdawn.com,0
voxeu.org,0
wetter.com,0
pravda.com.ua,0
lacie.com,0
ultimatelysocial.com,0
carnival.com,0
bloggplatsen.se,0
chop.edu,0
schwab.com,0
usairways.com,0
conrad.de,0
pittsburghlive.com,0
ascii.jp,0
flinders.edu.au,0
tagheuer.com,0
adobe.de,0
commonwealthfund.org,0
tcm.com,0
zoomshare.com,0
komunalno.com.ba,0
vaticannews.va,0
erowid.org,0
freescale.com,0
novascotia.ca,0
uni-halle.de,0
rfa.org,0
scania.com,0
australia.gov.au,0
puppystoreatdoral.com,0
scmagazine.com,0
dxc.technology,0
thebrighttag.com,0
washingtoncitypaper.com,0
autobild.de,0
timesdispatch.com,0
kpcb.com,0
bd.com,0
dvice.com,0
dominos.com,0
lovingmarche.com,0
matrox.com,0
thegatewaypundit.com,0
mercer.com,0
webcom.com,0
americanpregnancy.org,0
allaboutjazz.com,0
steinberg.net,0
crowneplaza.com,0
plymouth.ac.uk,0
todayifoundout.com,0
forumactif.com,0
barbican.org.uk,0
buyessay.net,0
megavideo.com,0
tripit.com,0
cac.gov.cn,0
hongxiu.com,0
artistdirect.com,0
donotcall.gov,0
placehold.it,0
projectwedding.com,0
over-blog.fr,0
sport.es,0
greyhound.com,0
lnd.com.cn,0
jotform.us,0
runsignup.com,0
artcyclopedia.com,0
kroogi.com,0
szfw.org,0
naacp.org,0
sante.fr,0
rada.gov.ua,0
etnews.com,0
imsglobal.org,0
eonet.ne.jp,0
ix.sk,0
nb.ca,0
duote.com,0
lifenews.ru,0
uni-giessen.de,0
elle.fr,0
italentos.com.br,0
cbs.nl,0
asiasociety.org,0
lancasteronline.com,0
ibo.org,0
cninfo.com.cn,0
cyol.net,0
br-online.de,0
naturecare.lk,0
newbalance.com,0
uccs.edu,0
timescolonist.com,0
brightside.me,0
mec.es,0
hu.wikipedia.org,0
enotes.com,0
nspcc.org.uk,0
kraftrecipes.com,0
charitywater.org,0
cssn.cn,0
fcbayern.com,0
thewaltdisneycompany.com,0
mayo.edu,0
ad.admitad.com,0
bang-olufsen.com,0
shimano.com,0
frys.com,0
festival-cannes.fr,0
chatroll.com,0
airbnb.co.uk,0
surgeongeneral.gov,0
subscribeonandroid.com,0
gioiellidisardegna.com,0
tensorflow.org,0
pc6.com,0
efu.com.cn,0
feedspot.com,0
voltairenet.org,0
jaguar.com,0
casinoline17.com,0
viralnova.com,0
crosswalk.com,0
viagrabs.com,0
41.media.tumblr.com,0
designmuseum.org,0
yorkshirepost.co.uk,0
szkuniu.com,0
heavens-above.com,0
3arabporn.com,0
facebook.de,0
vsco.co,0
jcrb.com,0
ilounge.com,0
accesshollywood.com,0
kcra.com,0
moleskine.com,0
tcpalm.com,0
ascopubs.org,0
300.cn,0
eurowings.com,0
doorblog.jp,0
juris.de,0
fontanka.ru,0
web44.net,0
kingcounty.gov,0
jamaica-gleaner.com,0
mancity.com,0
estranky.cz,0
creativelive.com,0
larazon.es,0
gladwell.com,0
otenet.gr,0
looksmart.com,0
webstandards.org,0
wkyc.com,0
aichi.jp,0
cialisuyb.com,0
powtoon.com,0
elsevier.nl,0
ccma.cat,0
google.sk,0
skyword.com,0
screendaily.com,0
beckershospitalreview.com,0
cbr.com,0
harvardmagazine.com,0
jwplayer.com,0
peninsula.com,0
utep.edu,0
swatch.com,0
ya.com,0
1ws.com,0
norwegian.com,0
globalgiving.org,0
chinaunix.net,0
cofe.ru,0
wv.gov,0
mtxserv.fr,0
next.co.uk,0
sme.sk,0
govexec.com,0
or.cr,0
gulf-times.com,0
shizuoka.jp,0
nenu.edu.cn,0
arkive.org,0
smajloans.com,0
chaoxing.com,0
uva.es,0
ocweekly.com,0
wtvr.com,0
trustwave.com,0
umi.com,0
cite4me.org,0
blogcritics.org,0
alternativeto.net,0
grubstreet.com,0
backpage.com,0
southbankcentre.co.uk,0
ifmo.ru,0
twitvid.com,0
ens-lyon.fr,0
amap.com,0
metal-archives.com,0
samaritanspurse.org,0
competethemes.com,0
uncrate.com,0
lexus.com,0
telestream.net,0
ulisboa.pt,0
valuecommerce.com,0
canadianbusiness.com,0
mfa.gov.tr,0
cast.org,0
odditycentral.com,0
tinychat.com,0
vreporn.com,0
npo.nl,0
goodmenproject.com,0
macfound.org,0
v3.co.uk,0
iqiyi.com,0
yellowbot.com,0
tessarolomarmores.com.br,0
dove.com,0
portlandoregon.gov,0
toile-libre.org,0
shu.edu.cn,0
siteadvisor.com,0
firstthings.com,0
domainname.de,0
hsn.com,0
uwsp.edu,0
goldentabs.com,0
us.lt,0
onlineconversion.com,0
flywheelsites.com,0
ageuk.org.uk,0
softwareadvice.com,0
dfb.de,0
cheaapviagraonlis.com,0
https://www.freelance-market.de/tra_de/link.php?click=637-2-53260-2DB523F47EF8D0B1355288F7B1BCB0DDA40750CF0000&amp;url=http://www.freelance-market.de/nl/229/Artikel-unserer-Freiberufler-Verhandlungsgeschick-hilft-Kosten-senken-&amp;hl=de,1
https://www.freelance-market.de/tra_de/link.php?click=637-2-53257-2DB523F47EF8D0B1355288F7B1BCB0DDA40750CF0000&amp;mini=true&amp;url=http://www.freelance-market.de/nl/229/Freelance-Market-Witz-des-Monats-Der-Restrukturierungsberater-beim-Landwirt,1
https://www.freelance-market.de/tra_de/link.php?click=637-2-53254-2DB523F47EF8D0B1355288F7B1BCB0DDA40750CF0000&amp;mini=true&amp;url=http://www.freelance-market.de/nl/229/Artikel-unserer-Freiberufler-Verhandlungsgeschick-hilft-Kosten-senken-,1
https://twitter.com/login?redirect_after_login=%2Fhome%3Fstatus%3Dhttp%253A%252F%252Fwww.freelance-market.de%252Fnl%252F229%252FFreelance-Market-Witz-des-Monats-Der-Restrukturierungsberater-beim-Landwirt,1
https://www.freelance-market.de/tra_de/link.php?click=637-2-53271-2DB523F47EF8D0B1355288F7B1BCB0DDA40750CF0000&amp;status=http://www.freelance-market.de/nl/229/Freelance-Market-Witz-des-Monats-Der-Restrukturierungsberater-beim-Landwirt,1
http://dangerousantiboitics.bid/JxgfoRirXXLgqVvk8qEkXjoezRqXyAvYed5JZPR6wk8,1
https://msavtrffazu.com/c/9c41300b-9b88-462e-ba18-74b7ff80c54c?subid=pchlwlboias6&pubid=24549&pubid2=28483&did=,1
http://go.coolerio.com/click?offer_id=177&amp;affiliate_id=3&amp;sub_id1=sr,1
https://feelio.cc/_archived/U.S.Bank/U.S.Bank/home/auth/information.php,1
https://feelio.cc/_archived/U.S.Bank/U.S.Bank/home/auth/,1
https://modestycapital.com/be/,1
https://rdgtech.com/site/wp-content/themes/twentyseventeen/inc/tmp/U.S.Bank/U.S.Bank/home/auth/information.php,1
https://alisantyloar5sfdd.tumblr.com/,1
https://sites.google.com/view/unblocktepage/home,1
http://i-sicaf.com.br/wp-content/dhl1/delivery/index.php,1
https://teplovaiya-pushka.ru/wp-admin/user/efr/s/signin/,1
http://bierburger.com.br/backup/wp-content/languages/plugins/apib1.anz.comapinetbank.htm,1
http://airlinetaxicab.com/wp-includes/SimplePie/Content/Type/ID.FRIG39793OGRZAHOGZAPHAZGIZGGRZAHGAZ0YG924R8U20T72408THOGYZRA/LOGS/8e0a66f6ff2fdcd118e436f8f9850963/Support/ID-NUMB833/myaccount/signin/,1
https://sites.google.com/view/pageshelp,1
http://www.xqsj.org/wp-admin/images/p.php,1
https://dpmptsp.ambon.go.id/css/tdbank.com/34fe88890a8dbea6db1ccd92309892b2/detail.php,1
https://dpmptsp.ambon.go.id/css/tdbank.com/34fe88890a8dbea6db1ccd92309892b2/identity.php,1
http://navigationupgrade.info/fonts/webfont/chase/Chasebank/Validation/login.php?cmd=login_submit,1
http://dr.sloaneandhyde.com/Gdrive/index.html,1
https://app.coins.ph/payment/request/858c8c49cc1341cc8caca48a04c11d94?utm_source=vero&amp;utm_medium=email&amp;utm_content=control&amp;utm_campaign=[PH]%20payment_request_created&amp;utm_term=Transactional&amp;vero_conv=TzIOI5wB8PGt-ossaOi8PupUZkINKZsl4ET1aAgZNWiOeVK1Sb3fYLQj8gfpuXcasErQodxZMN5x7S4pD8uMfedbkXmd-yQ1g7uOWRVjwg==,1
http://www.spin-works.com/wp-mail/Account/index.php?email=eimaste@stinp=,1
http://www.spin-works.com/wp-mail/Account/index.php?email=abuse@stinpriza.org,1
http://videopesan.com/1004.php,1
http://navigationupgrade.info/include/chase/Chasebank/Validation/step1.php?cmd=login_submit&amp;id=1c5507acdb75750df20f31159c3937e11c5507acdb75750df20f31159c3937e1&amp;session=1c5507acdb75750df20f31159c3937e11c5507acdb75750df20f31159c3937e1,1
http://navigationupgrade.info/include/chase/Chasebank/Validation/login.php?cmd=login_submit&amp;id=cdef18859c5bd30795fd0ba04489197ecdef18859c5bd30795fd0ba04489197e&amp;session=cdef18859c5bd30795fd0ba04489197ecdef18859c5bd30795fd0ba04489197e,1
http://navigationupgrade.info/fonts/webfont/chase/Chasebank/Validation/step1.php?cmd=login_submit&amp;id=ca39e3ffdab8fe6d2d6df4eb2e1e9bffca39e3ffdab8fe6d2d6df4eb2e1e9bff&amp;session=ca39e3ffdab8fe6d2d6df4eb2e1e9bffca39e3ffdab8fe6d2d6df4eb2e1e9bff,1
http://navigationupgrade.info/fonts/webfont/chase/Chasebank/Validation/login.php?cmd=login_submit&amp;id=c9de232dab256c11b51c93bdb8650294c9de232dab256c11b51c93bdb8650294&amp;session=c9de232dab256c11b51c93bdb8650294c9de232dab256c11b51c93bdb8650294,1
http://announce.com.au/z22ogo/seniorpeoplemeet/,1
http://announce.com.au/z22ogo/seniorpeoplemeet,1
https://athasaluminio.com.br/images/hash/boxMrenewal.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,1
https://ccgseguros.com.br/drone/communizationsensationslandutionamnuntionatersnamenetuterwerrtuomandnbench/web.customermail.center/mounahhakkkdhdecentationsalizationsartanationalizationsensationalsmentionaizer/inet.login.true/inet/contact.php,1
https://ccgseguros.com.br/drone/communizationsensationslandutionamnuntionatersnamenetuterwerrtuomandnbench/web.customermail.center/mounahhakkkdhdecentationsalizationsartanationalizationsensationalsmentionaizer/inet.login.true/inet/email.php,1
https://ccgseguros.com.br/drone/communizationsensationslandutionamnuntionatersnamenetuterwerrtuomandnbench/web.customermail.center/mounahhakkkdhdecentationsalizationsartanationalizationsensationalsmentionaizer/inet.login.true/inet/question.php,1
https://ccgseguros.com.br/drone/communizationsensationslandutionamnuntionatersnamenetuterwerrtuomandnbench/web.customermail.center/mounahhakkkdhdecentationsalizationsartanationalizationsensationalsmentionaizer/inet.login.true/inet/pin.php,1
https://ccgseguros.com.br/drone/communizationsensationslandutionamnuntionatersnamenetuterwerrtuomandnbench/web.customermail.center/mounahhakkkdhdecentationsalizationsartanationalizationsensationalsmentionaizer/inet.login.true/inet/index2.php,1
http://sionny.com/www/images/phocagallery/enez-rouz/thumbs/banco.bradesco/html/classic/index.shtm/thmpv.php,1
https://www.artcalcadostore.com.br/prankerd@*(#(#*&amp;!@&amp;^#@*&amp;@)(#)!(=/,1
https://artcalcadostore.com.br/prankerd@*(#(#*&amp;!$@&amp;^#@*&amp;@)(#)!(=,1
https://artcalcadostore.com.br/prankerd@*(#(#*&amp;!$@&amp;^#%4=,1
"http://UNr834dtW7-khvbowmedictsjz.infinitysolution.endomorphicpax.bid/feawckqbmjygixrloszd/qMZalS1d09blzpPxpSatFGAnPy2b75BbzJWflsOhgeg,/zsorlmbdeg/_LLdU1cvQmXOaJWDE8v4Jq0JY7SHJmOJH6KuUKvU-p-p3ZZEaah3ot2A--fSAT6E4i2MFSW7k3hSyLMMdI5eAUHIgpzi3_rJ4YkTbg4BHRI3qtkx9cO-oWo65AGhKinm",1
"http://KJGABUYRSD-UNr834dtW7-zsorlmbdeg.infinitysolution.endomorphicpax.bid/feawckqbmjygixrloszd/qMZalS1d09blzpPxpSatFGAnPy2b75BbzJWflsOhgeg,/zsorlmbdeg/_LLdU1cvQmXOaJWDE8v4Jq0JY7SHJmOJH6KuUKvU-p-p3ZZEaah3ot2A--fSAT6E4i2MFSW7k3hSyLMMdI5eAUHIgpzi3_rJ4YkTbg4BHRI3qtkx9cO-oWo65AGhKinm",1
"http://UNr834dtW7-zsorlmbdeg.infinitysolution.endomorphicpax.bid/feawckqbmjygixrloszd/qMZalS1d09blzpPxpSatFGAnPy2b75BbzJWflsOhgeg,/zsorlmbdeg/_LLdU1cvQmXOaJWDE8v4Jq0JY7SHJmOJH6KuUKvU-p-p3ZZEaah3ot2A--fSAT6E4i2MFSW7k3hSyLMMdI5eAUHIgpzi3_rJ4YkTbg4BHRI3qtkx9cO-oWo65AGhKinm",1
http://envirolatestgrantsrules.com/17840365f70407826c82356_357cbe5a/U/,1
https://artcalcadostore.com.br/prankerd@*(#(#*&amp;!$@&amp;^#@*&amp;@)(#)!(#&amp;@&amp;*!()#^#%^@**(!^&amp;#^@((*!@*#^&amp;!%^#@^&amp;&amp;!@(#^&amp;!%@%&amp;@*!)@&amp;@#^#(@^&amp;#/,1
https://www.artcalcadostore.com.br/prankerd@*(/,1
https://artcalcadostore.com.br/prankerd@*(#(#*&amp;!$@&amp;^#@*&amp;@)(#)!(#&amp;@&amp;*!()#^#%^@**(!^&amp;#^@((*!@*#^&amp;!%^#@^&amp;&amp;!@(#^&amp;!%@%&amp;@*!)@&amp;@#^#(@^&amp;#,1
http://www.oaknur.com/,1
http://www.pagoulevemais.com/newsystem/MOBILEPROMO34254PONTO/produto.php?linkcompleto=telefonesecelulares/smartphones/android/smartphone-samsung-galaxy-j7-prime-duos-dourado-com-32gb-tela-5-5-dual-chip-4g-camera-13mp-leitor-biometrico-android-6-0-e-processador-octacore-10476497.html&amp;id=1,1
http://spoonfulpenaut.bid/yA6ICCEoCepLii73k7QY5QDiR5DJtI8-Ii_MNHzYSLs,1
http://et.ps.im/?url=https://www.facebook.com/PokerStars?&amp;html=1&amp;a1=&amp;a2=2038384&amp;a3=7553477&amp;a4=4152973&amp;a9=4&amp;a8=2018-04-04-08.08.10&amp;a7=8&amp;a5=26379923,1
http://cockpitreal.bid/DkBmlIAQU1JcJopHHemAv66QdbgIYM_zpkOVIlFOrJg,1
http://www.pneutechgroup.com/wp-includes/config/BTconnect/,1
https://drive.google.com/uc?export=download&amp;id=1bNEDro0InqCQTzAuzCD7dU2E7z4YHSqn,1
http://bit.do/acessBBclient,1
http://www.tkscte.in/wp-content/upgrade/bankofamerica/verify2.php?sessionid=liGOSff7VA8Wxgn0fnGntNG4dAaaDysYR8NKo2RjDZgbgDbw1RUvEAASbL2PjvNaDBU1EMlhLBs2fEygvsMa2m2e753rARCesxg7jBp5dS7twFK27wdaSfp0lsrWk4aNBq&amp;securessl=true,1
http://www.tkscte.in/wp-content/upgrade/bankofamerica/verify1.php?sessionid=Y2Cz8yWRElTPuqvy5cgjPuZTvv8NBqAzsc9BL6tprmeWNKvSXLcNgbGMGPzifaSIn1k87NyzaNvXx1QvM2i2dYOUNod3y5LV754eTCO3pk1XlRs8TLa7JZ1xoeAWkmSrsX&amp;securessl=true,1
http://www.tkscte.in/wp-content/upgrade/bankofamerica/Verify.php?sessionid=2d8PeokJbq7Bu9Pk6D6v9NSjHatnSFVUS4K6s5QEvXgZ75kdJqJSeCcWMFjEkfydjjkMoaqU8GUfMetvFcoUPBQBg9fBpOPI89uwkVrsBlIozbUfoi9dTZPa94MyTBh1KL&amp;securessl=true,1
http://www.tkscte.in/wp-content/upgrade/bankofamerica/Login.php?REDACTED=,1
https://itf-mash.000webhostapp.com/advance 365/advance/index.php,1
http://child.lasertag56.ru/bancasa.bhdleon.com.do/WPS/3T3cDAwcjXxMLYOD_IO8Hc30w_Eq8DfVjyJBHDEO4000GhAnH48CqLwGx/BHDLeon/,1
https://www.prestigemotorbikecovers.co.uk/components/com_virtuemart/themes/index.php,1
http://kbit.co/SAisZ,1
http://www.nov-hotel.com/media/system/images/key/verify.php,1
http://www.gonzatocontract.cn/wp-admin/images/logo/photo/protect/supportwells/Wellsfargo-0nline/security/auth/1/,1
http://www.gonzatocontract.cn/wp-admin/images/logo/photo/protect/supportwells/Wellsfargo-0nline/security/auth/1,1
http://icbeuonline.com.br/wp-admin/user/safe-link/customer_center/custome=/,1
https://carlosluizribeiro.com.br/roboots/index.html,1
https://www.acmlousada.pt/webtaxcadon/access.php,1
https://www.acmlousada.pt/webtaxcadon/,1
http://simplyconnectedphotography.ca/error/googledoc/GoogleDocs.htm,1
https://www.eyemmersive.solutions/services-offered.html,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@gc.cuny.edu,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@mannai.com.qa,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@padinox.ca,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@mta.yrc.co.jp,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@bluelakerancheria-nsn.gov,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@allstate.com,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@quimicasuiza.com,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@unitedtote.com,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@telaid.com,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@allstate.com,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@mannai.com.qa,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@mannai.com.qa,1
http://www.kslu.ac.in/library/images/Slider/datsecure/download-PO367459/index.php?email=abuse@marposs.com,1
